model,area,school,condval,condsd
Type + PROATCE,Reading,7600001,-10.8555421478271,12.2269240140118
Type + PROATCE,Reading,7600002,6.09595093400026,12.9280120609605
Type + PROATCE,Reading,7600005,13.308527408267,15.1628569304605
Type + PROATCE,Reading,7600006,29.1027918426545,14.1604192047228
Type + PROATCE,Reading,7600007,-1.81010458041646,19.7787152141671
Type + PROATCE,Reading,7600009,-10.2527098435213,14.4453811156235
Type + PROATCE,Reading,7600010,-1.10685121399661,23.2241163333999
Type + PROATCE,Reading,7600011,-63.7836015583715,10.2585675517329
Type + PROATCE,Reading,7600012,-20.9527087126195,22.6125363540606
Type + PROATCE,Reading,7600013,-18.5418834737922,20.238532525645
Type + PROATCE,Reading,7600014,-30.6517658839205,22.7198637862792
Type + PROATCE,Reading,7600015,13.762055415468,15.4088558782448
Type + PROATCE,Reading,7600016,24.1209011871093,17.7117288549747
Type + PROATCE,Reading,7600017,1.13058389462696,17.6202190358288
Type + PROATCE,Reading,7600018,64.6472210605424,21.5590146306489
Type + PROATCE,Reading,7600019,15.6692211223584,12.3041415651335
Type + PROATCE,Reading,7600022,37.2447940370364,11.6648567088519
Type + PROATCE,Reading,7600023,3.51826968999734,20.1464380533178
Type + PROATCE,Reading,7600024,5.14047684432314,26.2238045774672
Type + PROATCE,Reading,7600025,41.3320557037784,14.4451859522091
Type + PROATCE,Reading,7600026,-58.095083516262,12.8972394430786
Type + PROATCE,Reading,7600027,-31.7529444178753,13.5568436919605
Type + PROATCE,Reading,7600028,-17.7729885724534,20.5309133462207
Type + PROATCE,Reading,7600029,21.4982568303798,14.7206932134804
Type + PROATCE,Reading,7600031,10.836623014585,17.1971719242865
Type + PROATCE,Reading,7600033,-33.1372571882718,14.9270721886506
Type + PROATCE,Reading,7600034,6.27701096512029,16.417956472119
Type + PROATCE,Reading,7600035,37.0352473889903,13.7994342283893
Type + PROATCE,Reading,7600036,-15.2567110401729,11.1715814312668
Type + PROATCE,Reading,7600037,10.1864796625523,23.0660043690628
Type + PROATCE,Reading,7600038,-7.38479518801937,18.0352437824996
Type + PROATCE,Reading,7600039,36.5946853405032,19.1495947678303
Type + PROATCE,Reading,7600041,-35.6671002188376,13.5395285735346
Type + PROATCE,Reading,7600042,-31.4226538089864,16.9376718235223
Type + PROATCE,Reading,7600043,-7.55906853604414,13.4923914371944
Type + PROATCE,Reading,7600044,-23.5085335776001,14.7593364541862
Type + PROATCE,Reading,7600045,44.8331950033203,18.1933706007353
Type + PROATCE,Reading,7600046,-12.0001198254717,15.4790787135468
Type + PROATCE,Reading,7600047,-9.91389904454405,15.3626023020419
Type + PROATCE,Reading,7600048,3.04801378170215,14.3031375596517
Type + PROATCE,Reading,7600050,-20.1793570868922,20.1633145797096
Type + PROATCE,Reading,7600051,33.8276971733584,15.3246312149885
Type + PROATCE,Reading,7600052,-19.4652743669469,24.3554460443297
Type + PROATCE,Reading,7600053,-1.17200419845921,19.0075975875911
Type + PROATCE,Reading,7600054,-21.7287423922508,17.7298232201709
Type + PROATCE,Reading,7600055,-2.08235327947167,16.3242050538774
Type + PROATCE,Reading,7600057,17.854869877494,17.7796147440478
Type + PROATCE,Reading,7600058,-14.1117574759158,13.3497305864163
Type + PROATCE,Reading,7600060,11.4738608303845,11.75246199649
Type + PROATCE,Reading,7600061,5.15993868073497,14.8197281889878
Type + PROATCE,Reading,7600062,14.7232597288546,23.0747030459032
Type + PROATCE,Reading,7600063,61.9935759923824,13.3643122544982
Type + PROATCE,Reading,7600064,-8.08060007291841,14.5078697188823
Type + PROATCE,Reading,7600065,-38.2081930695574,15.3479380325579
Type + PROATCE,Reading,7600066,2.30475984434295,13.3052507648578
Type + PROATCE,Reading,7600067,8.13285589971192,17.6467696596033
Type + PROATCE,Reading,7600068,-10.205048861629,14.3784126809319
Type + PROATCE,Reading,7600069,-36.5917195395571,19.6056996985374
Type + PROATCE,Reading,7600070,-23.5422938080532,14.7390557736401
Type + PROATCE,Reading,7600071,23.9277908645835,24.6734770307324
Type + PROATCE,Reading,7600072,5.51497159083654,15.9827395918461
Type + PROATCE,Reading,7600073,16.5054923526147,20.6745886906526
Type + PROATCE,Reading,7600074,-0.920607931335379,16.668449254313
Type + PROATCE,Reading,7600075,19.9730694227166,12.2433439018948
Type + PROATCE,Reading,7600076,-68.4658848978743,15.5531980079733
Type + PROATCE,Reading,7600077,-6.41346749997923,20.6641978478792
Type + PROATCE,Reading,7600078,41.201516248468,13.2330209692029
Type + PROATCE,Reading,7600080,-36.3255190058627,22.599221814249
Type + PROATCE,Reading,7600081,-30.2690879563342,18.7271286724823
Type + PROATCE,Reading,7600082,20.4197020169944,21.6806456372082
Type + PROATCE,Reading,7600083,28.9926908704927,11.978860584878
Type + PROATCE,Reading,7600084,-12.0975477239256,16.0508256817698
Type + PROATCE,Reading,7600085,16.9708248713602,13.3444243513937
Type + PROATCE,Reading,7600086,-6.21898470063126,15.6541811371944
Type + PROATCE,Reading,7600087,10.2363717406342,14.4923975869831
Type + PROATCE,Reading,7600088,2.43734174906312,13.0450288350109
Type + PROATCE,Reading,7600089,20.8546466385176,13.9048029826062
Type + PROATCE,Reading,7600092,-7.62785670062702,13.3513543368068
Type + PROATCE,Reading,7600093,-20.7802748234563,15.8800498324291
Type + PROATCE,Reading,7600094,1.49329761054189,10.5325562980599
Type + PROATCE,Reading,7600095,50.525960249047,19.8424051029285
Type + PROATCE,Reading,7600097,-0.413450464001678,16.4958062046042
Type + PROATCE,Reading,7600098,11.9186955356962,12.8255323949441
Type + PROATCE,Reading,7600099,31.0342047026325,15.7415650748208
Type + PROATCE,Reading,7600100,-39.3764758171569,14.323282822617
Type + PROATCE,Reading,7600101,-1.17259054403391,14.5731882147151
Type + PROATCE,Reading,7600102,36.5411049283015,24.3548286683676
Type + PROATCE,Reading,7600103,-4.41330271258758,13.2144654051796
Type + PROATCE,Reading,7600105,-17.7613736686183,17.0458878374734
Type + PROATCE,Reading,7600106,-14.5225497822175,14.4837589405323
Type + PROATCE,Reading,7600107,-5.32750689648933,14.9154201451694
Type + PROATCE,Reading,7600108,19.872219798603,13.6361100917378
Type + PROATCE,Reading,7600109,-5.67128842189514,14.1270726858207
Type + PROATCE,Reading,7600110,3.4438385278558,15.0809596146526
Type + PROATCE,Reading,7600111,0.609240111108997,19.4389302452309
Type + PROATCE,Reading,7600113,15.8082046087267,13.9766662374662
Type + PROATCE,Reading,7600114,6.97792158845309,18.1180137607452
Type + PROATCE,Reading,7600115,-16.8611947997915,21.0321490355018
Type + PROATCE,Reading,7600116,-21.747854888149,15.1573477353944
Type + PROATCE,Reading,7600117,16.3479910861138,13.3848864748272
Type + PROATCE,Reading,7600119,-22.6128583860726,13.2826784569802
Type + PROATCE,Reading,7600121,-9.51610587400385,13.0827081415229
Type + PROATCE,Reading,7600122,-4.76696129284986,22.2094281420455
Type + PROATCE,Reading,7600123,6.01639369850962,14.7649830064998
Type + PROATCE,Reading,7600124,-28.2648210675477,12.8603804171452
Type + PROATCE,Reading,7600125,21.6975829508987,23.5447950937015
Type + PROATCE,Reading,7600127,-61.8745320697543,15.984180574217
Type + PROATCE,Reading,7600128,-2.38623383976571,18.0527844626396
Type + PROATCE,Reading,7600129,-37.761015341195,17.9152396356429
Type + PROATCE,Reading,7600130,-4.0151322315917,12.5664654910482
Type + PROATCE,Reading,7600131,-6.7138122343282,11.1513729853091
Type + PROATCE,Reading,7600132,9.53620488936864,17.7332145082097
Type + PROATCE,Reading,7600133,-37.7245993385941,15.041752155397
Type + PROATCE,Reading,7600136,14.2219733087104,14.4457874462166
Type + PROATCE,Reading,7600137,10.8949131142054,20.039975791671
Type + PROATCE,Reading,7600138,-33.9907268532422,14.1145317770821
Type + PROATCE,Reading,7600139,7.20315420202261,15.9706258289168
Type + PROATCE,Reading,7600140,4.06066125182286,12.2539929818555
Type + PROATCE,Reading,7600143,-10.6043734658733,16.8359363712788
Type + PROATCE,Reading,7600144,2.78958774179023,12.7819047024663
Type + PROATCE,Reading,7600145,-16.5539664065023,18.7826953151661
Type + PROATCE,Reading,7600147,-11.007502929317,13.3490287317581
Type + PROATCE,Reading,7600148,-0.814578904007566,24.0321861985151
Type + PROATCE,Reading,7600149,54.3742666129587,14.6473622364012
Type + PROATCE,Reading,7600150,3.95212916833031,14.9338193939322
Type + PROATCE,Reading,7600151,16.2162712609821,17.4195801135157
Type + PROATCE,Reading,7600152,-44.7628994621019,24.9532268077093
Type + PROATCE,Reading,7600153,-34.7358807037341,16.2346980431615
Type + PROATCE,Reading,7600155,14.0879439309566,20.5679188411848
Type + PROATCE,Reading,7600156,-48.319151233755,11.9484914673614
Type + PROATCE,Reading,7600158,39.1533091359979,14.2638057695296
Type + PROATCE,Reading,7600159,11.719867022599,12.2471905420765
Type + PROATCE,Reading,7600161,17.6439727113405,15.1823306500247
Type + PROATCE,Reading,7600163,-14.5830668909232,12.7446582949741
Type + PROATCE,Reading,7600164,6.94343239657144,13.7934424232638
Type + PROATCE,Reading,7600165,9.33053879478307,12.8854146393661
Type + PROATCE,Reading,7600166,-20.8387846826725,17.1008318970944
Type + PROATCE,Reading,7600170,-18.6457205902496,16.1408540494802
Type + PROATCE,Reading,7600172,-10.6715750454462,14.6753997444413
Type + PROATCE,Reading,7600175,0.403521200017685,21.2583180321071
Type + PROATCE,Reading,7600176,10.703492965442,13.7155710023006
Type + PROATCE,Reading,7600178,-5.45292776315629,13.3014917105644
Type + PROATCE,Reading,7600179,-12.7375708192807,13.1397318230448
Type + PROATCE,Reading,7600182,-39.5597582813632,17.0418749766161
Type + PROATCE,Reading,7600183,49.5525373382381,15.8025136836183
Type + PROATCE,Reading,7600184,9.64358379923203,17.7244354622089
Type + PROATCE,Reading,7600185,-44.4925418172112,14.0494786310214
Type + PROATCE,Reading,7600186,44.4716070060529,16.0107469775284
Type + PROATCE,Reading,7600187,27.6174645744751,14.4416984827472
Type + PROATCE,Reading,7600188,-16.4595076545549,14.0572525117524
Type + PROATCE,Reading,7600191,-6.74965273066017,20.4941571980028
Type + PROATCE,Reading,7600192,9.76436399841241,24.7392521244539
Type + PROATCE,Reading,7600193,-28.9581460941718,17.5599824670432
Type + PROATCE,Reading,7600194,13.9953354956281,14.1831365732737
Type + PROATCE,Reading,7600195,29.1194121627705,8.92345562122831
Type + PROATCE,Reading,7600196,66.3412699806667,13.9279016090363
Type + PROATCE,Reading,7600197,-36.9935945666143,14.6891596464576
Type + PROATCE,Reading,7600198,-14.3446793797898,12.7423613417306
Type + PROATCE,Reading,7600200,-49.6968913397896,13.6318385399133
Type + PROATCE,Reading,7600201,-6.54063759900594,17.863636650707
Type + PROATCE,Reading,7600202,-28.9741946602121,16.3428616460262
Type + PROATCE,Reading,7600203,11.0494732736471,27.5504009195742
Type + PROATCE,Reading,7600204,-3.66735305525242,12.2791403649381
Type + PROATCE,Reading,7600205,-31.1269952685527,15.9230909635247
Type + PROATCE,Reading,7600206,-68.7408097119467,15.4235971735665
Type + PROATCE,Reading,7600207,5.24911284643834,18.8927124474952
Type + PROATCE,Reading,7600208,-34.0452057098545,15.3671011628222
Type + PROATCE,Reading,7600209,3.79172850892751,20.0111906439655
Type + PROATCE,Reading,7600212,3.28828337029627,26.5660199647567
Type + PROATCE,Reading,7600213,-33.3601821527731,9.09049832383247
Type + PROATCE,Reading,7600214,-10.5383203019427,12.1795559731011
Type + PROATCE,Reading,7600215,31.1844424170223,15.2414164165551
Type + PROATCE,Reading,7600217,-18.1593211653754,11.4875744861596
Type + PROATCE,Reading,7600218,-18.256774458633,16.8174715386867
Type + PROATCE,Reading,7600219,21.845979703502,11.3876227077314
Type + PROATCE,Reading,7600220,-5.13555054789058,21.5590146306489
Type + PROATCE,Reading,7600222,35.406133427671,12.025945576085
Type + PROATCE,Reading,7600223,-22.5079962609024,12.0477175822327
Type + PROATCE,Reading,7600224,-9.45537418848194,19.73743176537
Type + PROATCE,Reading,7600225,-6.82996707418164,15.4283585365808
Type + PROATCE,Reading,7600227,-9.44817110470642,11.589725849067
Type + PROATCE,Reading,7600228,-26.8917558343828,23.4675952627812
Type + PROATCE,Reading,7600229,18.7236520628036,17.1561553059003
Type + PROATCE,Reading,7600230,-34.1469690514744,11.8155990899817
Type + PROATCE,Reading,7600231,12.6863559427839,12.3255128306528
Type + PROATCE,Reading,7600232,-32.2388575965119,17.3118650914734
Type + PROATCE,Reading,7600233,61.5005320602343,10.2550618074285
Type + PROATCE,Reading,7600234,28.1767046300868,15.5267595272592
Type + PROATCE,Reading,7600235,14.4819481988468,25.2614427043072
Type + PROATCE,Reading,7600236,-42.5992301654927,16.3389722951409
Type + PROATCE,Reading,7600237,-3.97332875464782,13.9082781682857
Type + PROATCE,Reading,7600238,-8.7242495615187,21.395602231559
Type + PROATCE,Reading,7600239,42.0627887347935,12.8105843471338
Type + PROATCE,Reading,7600241,-12.4402926767427,22.4130493403343
Type + PROATCE,Reading,7600242,-4.54813832500217,13.2177202651936
Type + PROATCE,Reading,7600243,-13.3866269701702,16.1532389746258
Type + PROATCE,Reading,7600244,-2.03537096777561,18.6096367403703
Type + PROATCE,Reading,7600245,18.4095110267671,19.1369866379888
Type + PROATCE,Reading,7600246,-6.39182718281973,17.9712141718458
Type + PROATCE,Reading,7600247,75.7824747405571,13.9136644769982
Type + PROATCE,Reading,7600249,8.67348791032747,28.100774753117
Type + PROATCE,Reading,7600250,-9.53138308684685,14.1811973171938
Type + PROATCE,Reading,7600251,18.392557332092,18.3789516371036
Type + PROATCE,Reading,7600252,-18.9955967312654,25.7433471271945
Type + PROATCE,Reading,7600253,26.7686023681911,9.30946990224098
Type + PROATCE,Reading,7600254,46.1807543362667,13.9593816968212
Type + PROATCE,Reading,7600255,26.0590454366648,13.0179711881399
Type + PROATCE,Reading,7600256,14.2351673521199,28.7046642566357
Type + PROATCE,Reading,7600259,-17.108157205655,22.2922909918084
Type + PROATCE,Reading,7600260,0.764751409376032,14.7279438137394
Type + PROATCE,Reading,7600261,-36.8080161392539,16.9453004735644
Type + PROATCE,Reading,7600262,-28.7566527438114,19.4129501301069
Type + PROATCE,Reading,7600263,-29.7479212690872,9.45554652035262
Type + PROATCE,Reading,7600264,16.521989624595,21.2007135092263
Type + PROATCE,Reading,7600268,-7.19637889508541,15.2875693873987
Type + PROATCE,Reading,7600269,1.699985671518,11.2331666983402
Type + PROATCE,Reading,7600270,10.5761429730224,14.5458486800864
Type + PROATCE,Reading,7600271,10.07535686896,19.267291862283
Type + PROATCE,Reading,7600273,-28.0276237609293,15.2823499354312
Type + PROATCE,Reading,7600274,-9.3918452457243,12.8611374156736
Type + PROATCE,Reading,7600275,24.3892888399522,24.3930628244456
Type + PROATCE,Reading,7600276,9.47635390637726,8.74292151836249
Type + PROATCE,Reading,7600277,-2.98929809890761,15.2782247287036
Type + PROATCE,Reading,7600278,10.7833273524755,20.2028700489142
Type + PROATCE,Reading,7600279,12.2271983106105,18.3722387017871
Type + PROATCE,Reading,7600280,-18.0607666287209,13.1669905984475
Type + PROATCE,Reading,7600281,-18.6667627756565,12.2804068049611
Type + PROATCE,Reading,7600282,2.80941515484318,11.0756107023577
Type + PROATCE,Reading,7600283,3.73789340235238,13.3448469516438
Type + PROATCE,Reading,7600284,-0.476230805504769,14.3121291734802
Type + PROATCE,Reading,7600285,32.7310496978612,18.4806235896727
Type + PROATCE,Reading,7600286,18.3721646314011,14.257448964978
Type + PROATCE,Reading,7600287,17.3353976253689,17.8240438527884
Type + PROATCE,Reading,7600288,8.52455394123539,19.9756865128255
Type + PROATCE,Reading,7600289,-28.3142170467271,23.369131348712
Type + PROATCE,Reading,7600290,-8.57858993975336,15.4083113588945
Type + PROATCE,Reading,7600291,9.96431331207528,13.0471556831468
Type + PROATCE,Reading,7600293,-30.0954501816119,17.7941834179689
Type + PROATCE,Reading,7600294,74.5017547466855,15.7526697417672
Type + PROATCE,Reading,7600295,-5.82983399204258,14.9832878647131
Type + PROATCE,Reading,7600296,19.188949387963,16.9490562882687
Type + PROATCE,Reading,7600297,12.5863490847085,15.3423766819496
Type + PROATCE,Reading,7600298,-18.9027330627303,15.6501274661399
Type + PROATCE,Reading,7600299,3.93974284116383,18.079929516085
Type + PROATCE,Reading,7600300,-45.4195103439574,15.1330206287849
Type + PROATCE,Reading,7600302,-30.1252450313643,18.0002040331667
Type + PROATCE,Reading,7600304,47.2325266337409,17.2689026150945
Type + PROATCE,Reading,7600305,-3.53117968442106,19.7328838369515
Type + PROATCE,Reading,7600307,9.5073579220071,13.5926305576578
Type + PROATCE,Reading,7600308,-15.7082694843711,13.8084751927158
Type + PROATCE,Reading,7600309,-2.68512817148444,17.3245971713764
Type + PROATCE,Reading,7600310,-30.7436680769909,17.1586291460729
Type + PROATCE,Reading,7600312,-63.4928621547082,14.2167937501795
Type + PROATCE,Reading,7600313,10.1828039080968,22.8331760230557
Type + PROATCE,Reading,7600316,-16.6161627589027,24.5043424216438
Type + PROATCE,Reading,7600317,-28.1713714700246,16.1113637312821
Type + PROATCE,Reading,7600318,84.0676512458982,17.5728732589563
Type + PROATCE,Reading,7600319,1.15793100336758,17.1908139011694
Type + PROATCE,Reading,7600320,37.9257140489916,13.330498707004
Type + PROATCE,Reading,7600322,-2.32337320890729,18.0554703804541
Type + PROATCE,Reading,7600323,4.71222252294879,13.3267236956016
Type + PROATCE,Reading,7600324,-9.434150521445,14.1808243558774
Type + PROATCE,Reading,7600325,16.5466587693481,12.8643406068202
Type + PROATCE,Reading,7600326,-18.2463765792162,13.2384626094603
Type + PROATCE,Reading,7600327,-29.4529875502515,17.7835313631657
Type + PROATCE,Reading,7600328,0.603076734490867,22.3295239608215
Type + PROATCE,Reading,7600329,61.1314824194417,15.1224213594072
Type + PROATCE,Reading,7600330,1.72344701438626,16.3916188513415
Type + PROATCE,Reading,7600332,-3.6127324046217,27.0889502748037
Type + PROATCE,Reading,7600333,46.1113233907633,17.7469137252384
Type + PROATCE,Reading,7600334,-26.2693452646413,18.6418259352189
Type + PROATCE,Reading,7600335,-2.95004238592836,13.611107285988
Type + PROATCE,Reading,7600336,-42.8906929060098,18.7308779390714
Type + PROATCE,Reading,7600337,-3.38822850083489,13.0304084250011
Type + PROATCE,Reading,7600338,-24.714546833849,15.8201057148347
Type + PROATCE,Reading,7600339,-10.6385957638312,16.6707579951297
Type + PROATCE,Reading,7600341,-23.5616370022231,13.0337521906875
Type + PROATCE,Reading,7600342,-42.113422500621,19.6981873659569
Type + PROATCE,Reading,7600343,62.30742421005,13.5246476176017
Type + PROATCE,Reading,7600344,6.7061143840599,27.1641336007786
Type + PROATCE,Reading,7600345,21.1118873687018,19.2939808307115
Type + PROATCE,Reading,7600347,43.0804287567381,18.4743496277647
Type + PROATCE,Reading,7600348,-18.8389935195466,14.1291795181852
Type + PROATCE,Reading,7600349,13.2935242416315,17.6211077929533
Type + PROATCE,Reading,7600351,-35.2636849784169,26.4532472739015
Type + PROATCE,Reading,7600352,5.49909872164097,15.4992577531678
Type + PROATCE,Reading,7600353,-9.8085011756029,12.9233517749864
Type + PROATCE,Reading,7600354,-30.4648753366503,14.6054573653628
Type + PROATCE,Reading,7600357,-11.4601728555839,18.7481311820186
Type + PROATCE,Reading,7600358,2.36486962619779,23.0050917529657
Type + PROATCE,Reading,7600359,3.4824834994358,16.6818142417494
Type + PROATCE,Reading,7600360,-2.92300388558959,13.0034151015214
Type + PROATCE,Reading,7600361,29.3289195848039,15.4646640279826
Type + PROATCE,Reading,7600362,2.84842407273761,17.6314093678842
Type + PROATCE,Reading,7600363,-18.1072876934143,13.7106877060767
Type + PROATCE,Reading,7600364,23.8259299893007,20.2266138131467
Type + PROATCE,Reading,7600365,23.7509702159391,14.3019222736304
Type + PROATCE,Reading,7600366,-28.1268049266977,14.9954677673976
Type + PROATCE,Reading,7600367,31.5391780293193,13.4011542260141
Type + PROATCE,Reading,7600368,-20.1785445350781,22.2006769059083
Type + PROATCE,Reading,7600369,-36.1817624021566,14.7623059260125
Type + PROATCE,Reading,7600370,-16.1925816540356,22.8442425881326
Type + PROATCE,Reading,7600372,21.0226225125998,21.5458425500665
Type + PROATCE,Reading,7600373,-3.04417065128085,13.1224393197871
Type + PROATCE,Reading,7600374,17.9410768237676,13.6010083361319
Type + PROATCE,Reading,7600375,-20.5542217836105,21.0624682408951
Type + PROATCE,Reading,7600376,9.49847041710119,14.7493485235828
Type + PROATCE,Reading,7600377,85.3473022179439,20.0640822147845
Type + PROATCE,Reading,7600378,-6.56257430502035,16.1392018203816
Type + PROATCE,Reading,7600379,-25.4949864790765,14.8370732470406
Type + PROATCE,Reading,7600380,-6.1922725697358,15.6438959876795
Type + PROATCE,Reading,7600382,-12.7127027026656,15.4110944538369
Type + PROATCE,Reading,7600383,-17.5760913618203,16.2584569098915
Type + PROATCE,Reading,7600384,-13.9724226231243,13.3818022434686
Type + PROATCE,Reading,7600385,18.0859813323812,16.5249679692136
Type + PROATCE,Reading,7600386,-0.773115447069711,12.392710595926
Type + PROATCE,Reading,7600388,83.1947073876168,12.4090642484666
Type + PROATCE,Reading,7600389,13.2984586337744,15.7937180854132
Type + PROATCE,Reading,7600391,-31.8307839516591,14.759259387573
Type + PROATCE,Reading,7600394,-26.7343201297757,24.8000731395831
Type + PROATCE,Reading,7600395,7.59889936219777,13.7966439997479
Type + PROATCE,Reading,7600396,47.0741811804241,15.8409797731019
Type + PROATCE,Reading,7600397,-17.5645251825875,13.2003226110766
Type + PROATCE,Reading,7600398,17.4820218208983,15.0557290472482
Type + PROATCE,Reading,7600399,36.6008039059188,13.7543698329869
Type + PROATCE,Reading,7600400,-15.4511276150983,13.8521761440592
Type + PROATCE,Reading,7600402,-5.64238096067105,16.6436086531567
Type + PROATCE,Reading,7600403,-21.5369156463084,13.6669400262627
Type + PROATCE,Reading,7600404,-6.76484577123046,13.4309201801367
Type + PROATCE,Reading,7600405,0.939890936491683,15.4287895328401
Type + PROATCE,Reading,7600406,-35.9276798350263,13.7326382632432
Type + PROATCE,Reading,7600407,40.7687115988902,19.4666532592687
Type + PROATCE,Reading,7600408,-10.5841145505139,10.3894923528574
Type + PROATCE,Reading,7600410,-5.32751011395403,20.2188085472627
Type + PROATCE,Reading,7600411,33.5510577358827,18.1694561732074
Type + PROATCE,Reading,7600412,2.38812274939673,22.7262693406245
Type + PROATCE,Reading,7600413,-38.7682659419958,11.0103634446021
Type + PROATCE,Reading,7600415,-17.1661169176488,20.510636707508
Type + PROATCE,Reading,7600417,-26.0150297672861,14.3632326030475
Type + PROATCE,Reading,7600418,15.1681941622515,22.4535481958099
Type + PROATCE,Reading,7600419,4.42957352477826,17.5271791735609
Type + PROATCE,Reading,7600420,-3.30453047361843,15.6566242418822
Type + PROATCE,Reading,7600422,-18.3656644144878,14.4957221482641
Type + PROATCE,Reading,7600425,4.17043496517846,17.8486986741964
Type + PROATCE,Reading,7600426,14.7586266438903,16.9816848201738
Type + PROATCE,Reading,7600427,25.1991285054026,13.2091997379599
Type + PROATCE,Reading,7600428,55.6445539613264,15.2441944150125
Type + PROATCE,Reading,7600429,-25.1351434420303,17.1602026030881
Type + PROATCE,Reading,7600430,9.82051404957872,14.1816291578566
Type + PROATCE,Reading,7600431,35.562635292279,20.6188531354425
Type + PROATCE,Reading,7600432,-18.5006911535401,16.0527945905754
Type + PROATCE,Reading,7600433,28.9215712029704,20.5790417140064
Type + PROATCE,Reading,7600434,22.8129111188031,13.4111331826146
Type + PROATCE,Reading,7600436,-40.414911683942,13.5702063198491
Type + PROATCE,Reading,7600438,33.6342572278749,27.1174445528597
Type + PROATCE,Reading,7600439,-25.9795412745329,12.7583591000127
Type + PROATCE,Reading,7600440,12.0384202472555,20.7387766529217
Type + PROATCE,Reading,7600442,-10.9137189005172,23.4026596662371
Type + PROATCE,Reading,7600443,32.008393458531,9.93370657331427
Type + PROATCE,Reading,7600444,-7.78837551409047,13.7501321194725
Type + PROATCE,Reading,7600445,-2.91984051492077,15.179766737287
Type + PROATCE,Reading,7600446,-2.2201394845083,15.8229814587116
Type + PROATCE,Reading,7600447,-8.2072293647107,16.8210680777157
Type + PROATCE,Reading,7600448,-14.1076477226897,13.0464478092713
Type + PROATCE,Reading,7600449,34.299230587558,17.6044180446693
Type + PROATCE,Reading,7600450,-13.8245735362872,15.3132193702383
Type + PROATCE,Reading,7600451,-16.5481332752146,14.5052543972205
Type + PROATCE,Reading,7600454,4.70680359738704,15.008403555865
Type + PROATCE,Reading,7600456,-49.0163377537427,13.4396897399058
Type + PROATCE,Reading,7600457,2.08612133983102,21.6524459114885
Type + PROATCE,Reading,7600458,-12.9337315070614,18.8293337346173
Type + PROATCE,Reading,7600459,-32.5058875831705,18.2278096507317
Type + PROATCE,Reading,7600460,33.0731523050687,16.6848188147825
Type + PROATCE,Reading,7600461,5.47545831742001,13.7225079620092
Type + PROATCE,Reading,7600462,6.88579082132704,19.2572831576596
Type + PROATCE,Reading,7600463,25.3312136730441,14.5194959042366
Type + PROATCE,Reading,7600468,-23.2283330559213,12.6524619355058
Type + PROATCE,Reading,7600470,12.5898801777493,20.5044928069121
Type + PROATCE,Reading,7600471,8.88102752136634,13.3962257314691
Type + PROATCE,Reading,7600474,-35.1892781447873,18.3971921672855
Type + PROATCE,Reading,7600475,-16.6514824363517,16.5982831671076
